intent,dwell_time_min
Loiter/Eat,19.94918338324736
Study,116.96698888354989
Loiter/Eat,31.328782297865814
Study,69.81180476832722
Study,180.3093295735721
Loiter/Eat,34.37863669222613
Loiter/Eat,54.49275901916526
Loiter/Eat,17.801181940747163
Loiter/Eat,26.270292055953476
Loiter/Eat,25.496819078537193
Loiter/Eat,28.52611752570705
Loiter/Eat,12.080208479320223
Loiter/Eat,26.424563527557666
Loiter/Eat,12.251444754218326
Loiter/Eat,29.905513472365207
Loiter/Eat,8.62401939058819
Study,52.44922884558583
Loiter/Eat,37.64311929472888
Loiter/Eat,19.019344585013624
Study,74.09419108687781
Study,182.87788119680562
Loiter/Eat,29.449853440519913
Study,155.9158508379362
Loiter/Eat,23.00599395480544
Study,321.2860485671004
Loiter/Eat,18.47870327386288
Loiter/Eat,59.80705314368595
Loiter/Eat,24.24457315261371
Study,56.751166307669095
Loiter/Eat,31.826529332978282
Loiter/Eat,29.261044893367778
Loiter/Eat,14.779113259539168
Study,76.06533598162984
Study,108.91865383912035
Loiter/Eat,29.77740047540196
Loiter/Eat,7.268458137516491
Loiter/Eat,42.327481295898906
Loiter/Eat,19.523655598424412
Study,64.57203175250508
Loiter/Eat,40.021191470707734
Loiter/Eat,24.70651156882799
Loiter/Eat,45.922661657644696
Loiter/Eat,31.120039119354853
Loiter/Eat,24.98107587921291
Loiter/Eat,23.16195014653398
Loiter/Eat,31.82436543819297
Loiter/Eat,20.33025550545286
Loiter/Eat,16.32323463376154
Loiter/Eat,33.91408402918095
Loiter/Eat,23.25759869307131
Study,111.48693676966013
Loiter/Eat,43.101842384899946
Loiter/Eat,23.616308724120756
Study,110.66348568324109
Study,86.54119654625242
Loiter/Eat,31.008017245127885
Loiter/Eat,29.7785930459387
Loiter/Eat,39.223003190190525
Loiter/Eat,18.71473920844872
Loiter/Eat,19.885033037233978
Study,151.00837901645556
Study,121.67646149806778
Loiter/Eat,15.891220100476911
Loiter/Eat,48.04571044696652
Loiter/Eat,10.693654633666561
Loiter/Eat,37.00371087374306
Loiter/Eat,13.28014160301536
Study,233.8771020293876
Loiter/Eat,11.548735626579877
Study,174.40507774154042
Study,106.46609969858703
Study,94.99643246134352
Loiter/Eat,27.42826779952139
Loiter/Eat,34.28904771039299
Loiter/Eat,15.905668795479706
Loiter/Eat,16.626236542694517
Loiter/Eat,34.59393083984507
Loiter/Eat,10.646214128268928
Loiter/Eat,18.667075026962216
Loiter/Eat,114.34489798596164
Study,74.68469462818166
Loiter/Eat,44.379480900988156
Loiter/Eat,18.651012618449936
Loiter/Eat,32.246141648128706
Study,142.91108333867737
Loiter/Eat,43.96325592672044
Loiter/Eat,22.618064733095377
Loiter/Eat,67.58040973604399
Study,86.89893180456542
Study,120.80389534717213
Loiter/Eat,28.261891045012533
Loiter/Eat,14.26618090883012
Loiter/Eat,21.6702358105472
Loiter/Eat,27.102678875304083
Study,92.5391639105955
Study,292.02807706414967
Study,78.65182995890875
Loiter/Eat,45.08673409201146
Loiter/Eat,38.36347102458266
Loiter/Eat,24.827322429903152
Study,77.81986589252901
Study,80.89712110914014
Loiter/Eat,19.295891068891414
Loiter/Eat,10.236964948136276
Loiter/Eat,15.137015654513778
Loiter/Eat,11.913087279355468
Study,188.44955664369658
Loiter/Eat,34.05943276361721
Study,150.6365535453148
Loiter/Eat,33.55855423413079
Study,117.5974574756841
Loiter/Eat,51.894664993714066
Study,86.15735240002056
Loiter/Eat,26.36956891168242
Loiter/Eat,36.3213324253531
Loiter/Eat,12.91347330983958
Loiter/Eat,117.58603435636795
Loiter/Eat,25.359634227444715
Loiter/Eat,26.839389076282465
Study,181.85898489025055
Loiter/Eat,39.502086424017754
Study,111.68825731433179
Study,115.87733109769545
Loiter/Eat,11.784693865103337
Study,88.04905080060038
Loiter/Eat,32.37805676284002
Loiter/Eat,31.212612015113873
Loiter/Eat,46.03761132337009
Study,104.82370536119898
Loiter/Eat,12.4938005858743
Loiter/Eat,42.4039297300656
Loiter/Eat,51.26050117266351
Study,157.55556582487804
Loiter/Eat,23.036017963365293
Study,167.0402475282026
Study,433.56622685431205
Study,115.18520273936909
Study,65.09096082076395
Study,87.00506592406269
Loiter/Eat,34.17908218815737
Loiter/Eat,11.20627253632778
Loiter/Eat,27.209804347989696
Loiter/Eat,30.236329047969505
Loiter/Eat,53.862618057711195
Loiter/Eat,48.133252233776226
Loiter/Eat,38.51963921621109
Study,46.31235451091298
Loiter/Eat,39.62270802531656
Study,145.8656102715423
Loiter/Eat,28.41303484843233
Loiter/Eat,10.525119798621096
Study,80.6219384851363
Loiter/Eat,13.949789800665075
Loiter/Eat,9.128228134891778
Loiter/Eat,24.963587151003807
Loiter/Eat,16.776259535907272
Study,314.3800479743568
Study,102.81914694608761
Loiter/Eat,47.73917801452886
Loiter/Eat,11.40813060922445
Loiter/Eat,19.179289632188123
Loiter/Eat,26.241044341542125
Loiter/Eat,15.875846251901423
Loiter/Eat,20.242320407063378
Loiter/Eat,22.418810742519096
Loiter/Eat,22.240653037444837
Loiter/Eat,63.20826774747073
Study,127.96680315936163
Loiter/Eat,31.773452254038688
Study,136.502410734879
Study,140.54544897679983
Loiter/Eat,23.985088696136124
Loiter/Eat,21.295646009671476
Study,117.59032828403436
Study,174.7230144354407
Study,172.5998036706567
Loiter/Eat,22.16859365509168
Study,149.5480646237162
Loiter/Eat,22.68226844204298
Study,111.50044540618659
Study,91.0192491410927
Loiter/Eat,22.829493062587588
Study,188.10727157967654
Loiter/Eat,26.182373011848746
Study,116.11642704917892
Loiter/Eat,12.124969668327994
Study,97.20117527883419
Loiter/Eat,22.158438021398965
Study,78.95064983328753
Loiter/Eat,25.27228980125046
Loiter/Eat,20.17178165017252
Loiter/Eat,26.02021543102638
Study,115.47817715395543
Loiter/Eat,15.502458836498667
Loiter/Eat,20.481559272520172
Loiter/Eat,25.986130834332222
Study,176.65525796833393
Loiter/Eat,28.42404412963999
Loiter/Eat,17.955711161924004
Loiter/Eat,30.519877861458927
Loiter/Eat,58.712360157323026
Loiter/Eat,39.53668840352219
Loiter/Eat,32.87258705001504
Study,147.04173175585416
Study,195.67634285814057
Loiter/Eat,42.806468394318436
Loiter/Eat,33.19024526488813
Study,168.6688379281759
Loiter/Eat,14.556684104207248
Study,60.314604083926106
Loiter/Eat,27.042917746783303
Loiter/Eat,25.87341981304586
Loiter/Eat,19.047213122935172
Study,153.0586886398421
Loiter/Eat,9.849729881820881
Loiter/Eat,19.134437017577937
Loiter/Eat,19.61702972335065
Study,57.166019190076454
Study,200.01108073736575
Loiter/Eat,12.670483955140805
Loiter/Eat,18.62874459642433
Study,158.17029497768814
Loiter/Eat,34.53241667285304
Loiter/Eat,14.364910710232568
Loiter/Eat,35.16743208630593
Study,123.51889709227954
Loiter/Eat,80.26981166917757
Study,129.28981756589778
Loiter/Eat,23.29537666141837
Loiter/Eat,16.291196115895072
Study,81.67786370009797
Loiter/Eat,16.543466941189198
Loiter/Eat,49.62155082590664
Loiter/Eat,25.225636085069624
Study,137.9069545527625
Study,201.5786052441888
Study,42.823829381744915
Study,183.46609309967548
Loiter/Eat,25.702140612811792
Loiter/Eat,31.07488730024233
Study,78.9740310146768
Loiter/Eat,17.138264019727693
Loiter/Eat,31.922106699920704
Loiter/Eat,82.3661642898049
Loiter/Eat,41.28637247684021
Study,182.48893377957853
Loiter/Eat,22.711585976887346
Loiter/Eat,18.518564447418512
Study,80.4920470521514
Loiter/Eat,19.5845102910719
Loiter/Eat,8.957441221847892
Loiter/Eat,17.399059506731724
Study,87.9122452065896
Study,102.54862702016612
Study,115.95247509393297
Study,127.16185365026992
Loiter/Eat,24.814127262052917
Study,87.17373934472984
Study,50.155937814519014
Loiter/Eat,18.75052066193298
Loiter/Eat,15.3735808351072
Study,132.54299258072197
Study,158.25304846962942
Study,160.11763960714
Study,148.89799292395537
Loiter/Eat,23.38542481492922
Loiter/Eat,19.257450833455824
Loiter/Eat,17.207140586300888
Loiter/Eat,11.7649687567663
Study,163.5668615675578
Loiter/Eat,22.908781436628537
Loiter/Eat,13.406044375568948
Loiter/Eat,16.537493510223378
Loiter/Eat,16.20612239811483
Loiter/Eat,25.543632474634098
Loiter/Eat,42.63219633825127
Loiter/Eat,21.0075322097777
Loiter/Eat,8.106036795408235
Study,101.98321406271259
Loiter/Eat,23.121868888607715
Loiter/Eat,22.34082471328703
Loiter/Eat,18.267896718639147
Loiter/Eat,27.87124090418222
Loiter/Eat,25.84058666583095
Study,108.9128738519849
Study,129.74057897702994
Loiter/Eat,20.16522151311538
Loiter/Eat,19.601047134086173
Study,191.04895070539862
Study,137.58233386923115
Study,153.12564448465844
Loiter/Eat,46.15143789886104
Loiter/Eat,32.51976034477529
Loiter/Eat,39.76830206471439
Loiter/Eat,11.349835425122407
Loiter/Eat,27.68671681644954
Loiter/Eat,22.817244640567417
Loiter/Eat,57.842157036546126
Study,159.41941804057757
Study,85.48169756624434
Loiter/Eat,30.122515161185486
Study,117.63103446626667
Loiter/Eat,31.37594578201527
Study,73.18155278275415
Loiter/Eat,29.93068048492318
Loiter/Eat,22.304760928347427
Loiter/Eat,28.792090295287647
Loiter/Eat,17.403707222779502
Study,87.04760015333511
Loiter/Eat,44.96106239334844
Loiter/Eat,14.777445204861648
Loiter/Eat,15.332865927192382
Loiter/Eat,24.36347772150232
Loiter/Eat,16.995194664005666
Study,77.2053621783421
Study,114.72187883351509
Study,60.247074973279865
Study,73.5007398259239
Loiter/Eat,69.82021746542037
Study,132.19398000850413
Loiter/Eat,17.21178199000431
Study,130.030156560852
Loiter/Eat,33.199707424266386
Study,163.7344869473986
Study,104.54503693432669
Study,162.5652479297698
Study,48.671894857041984
Study,72.09301163603729
Study,117.45190451206608
Loiter/Eat,29.479425851665408
Loiter/Eat,15.847070884949673
Loiter/Eat,28.46245415007809
Loiter/Eat,18.300999951711443
Loiter/Eat,21.76702647569529
Loiter/Eat,41.73177066638799
Loiter/Eat,39.383406521328
Study,73.82195900543819
Study,72.06581372288848
Loiter/Eat,20.354237620533
Loiter/Eat,24.667896817733464
Loiter/Eat,17.99198859170491
Loiter/Eat,42.06420099407154
Study,126.39808135901526
Loiter/Eat,30.628115055968504
Loiter/Eat,13.271334525524903
Study,175.45746568207966
Study,35.60239236613977
Loiter/Eat,37.936114622652845
Study,159.84507435486805
Loiter/Eat,20.139342317666223
Loiter/Eat,47.244249058850265
Loiter/Eat,24.223592341028432
Loiter/Eat,25.792704394495647
Loiter/Eat,29.625640473205483
Loiter/Eat,122.99740785167556
Study,188.34095845409536
Study,145.61015017564554
Loiter/Eat,15.83897352493279
Loiter/Eat,26.86087421356152
Study,79.45817068240177
Loiter/Eat,37.71022389396022
Study,116.3574776287104
Loiter/Eat,14.247977759942179
Loiter/Eat,26.034904450751363
Loiter/Eat,16.349005830328654
Loiter/Eat,26.963495576922714
Loiter/Eat,16.270231775197633
Loiter/Eat,25.3459674275908
Loiter/Eat,36.38333193286263
Loiter/Eat,24.34556820118277
Loiter/Eat,20.5617322672614
Loiter/Eat,27.674569845344756
Loiter/Eat,35.426748255830844
Loiter/Eat,14.372033352794865
Loiter/Eat,28.480051710528677
Loiter/Eat,48.31036985362514
Study,138.3716458409339
Loiter/Eat,25.73245146297293
Study,142.07788149332478
Loiter/Eat,31.34717191367183
Loiter/Eat,36.44033915071165
Loiter/Eat,9.087592479569622
Study,59.092139508561665
Loiter/Eat,41.317676036764176
Loiter/Eat,11.778033594026274
Loiter/Eat,30.55856916630222
Loiter/Eat,20.964929059367904
Loiter/Eat,15.192185777422718
Loiter/Eat,29.775940553527203
Loiter/Eat,27.64355411962434
Loiter/Eat,71.81168100518394
Loiter/Eat,18.292117376563542
Study,195.68855959852291
Study,126.65280597430288
Loiter/Eat,17.963912495258107
Study,151.43840108951125
Study,137.93406313096688
Loiter/Eat,25.452080095703877
Loiter/Eat,28.56046740584988
Study,86.63341133757724
Loiter/Eat,16.543317804274217
Loiter/Eat,36.546919899873046
Study,100.57508832814723
Loiter/Eat,24.018739201475963
Study,123.02763490607627
Study,122.31451310291973
Study,62.100235264020135
Loiter/Eat,47.56046591302832
Loiter/Eat,26.561608952877393
Loiter/Eat,22.59094570445013
Loiter/Eat,31.009661817349677
Loiter/Eat,28.138730070157603
Loiter/Eat,36.68643872025793
Loiter/Eat,32.71611143320677
Loiter/Eat,35.79466784248959
Loiter/Eat,49.12523125857128
Study,156.63686826491258
Study,103.1604845073297
Study,70.1980058098855
Loiter/Eat,57.556944183378675
Study,100.02208548503219
Study,91.03439484614601
Loiter/Eat,10.490944075110574
Loiter/Eat,29.610006970513325
Loiter/Eat,26.932106547567123
Loiter/Eat,11.720252833535767
Loiter/Eat,31.359361844686067
Loiter/Eat,19.487629205156587
Study,322.66233331451326
Loiter/Eat,18.80636222525037
Loiter/Eat,20.111245953339303
Study,77.52262863211868
Loiter/Eat,47.36170948121587
Study,94.76214811186892
Loiter/Eat,17.39910464974723
Study,145.94974786582915
Loiter/Eat,12.537189122418981
Loiter/Eat,34.172837316635466
Loiter/Eat,60.920862337333695
Study,137.98203546954875
Study,141.97339661906094
Loiter/Eat,38.625239402510196
Study,217.97133803958832
Loiter/Eat,45.77887796212599
Loiter/Eat,31.146774297052986
Study,157.91184369974783
Loiter/Eat,16.053202496040377
Loiter/Eat,36.85615452309344
Study,73.57151874875592
Study,94.98048014589428
Study,32.05507431306123
Study,129.16003663615223
Loiter/Eat,18.118614211823463
Study,171.56092509270462
Loiter/Eat,30.385700825454283
Study,172.4519632320228
Loiter/Eat,14.542531349724989
Loiter/Eat,42.01677080435607
Loiter/Eat,71.65077688908951
Loiter/Eat,36.633201530232355
Loiter/Eat,37.11608112539883
Study,117.72123759511351
Study,89.17608101455548
Loiter/Eat,36.57891608687229
Study,60.222570158812196
Loiter/Eat,20.287364674043538
Loiter/Eat,10.31240380584888
Loiter/Eat,17.585024096473198
Study,142.20908476288335
Study,134.64446559788706
Loiter/Eat,25.644591011536544
Loiter/Eat,27.223384328051004
Loiter/Eat,9.737101790540741
Loiter/Eat,20.751005110892784
Loiter/Eat,17.782236714699778
Loiter/Eat,17.981545457618388
Study,139.81383908405968
Study,77.96635871985748
Loiter/Eat,18.47716046293721
Loiter/Eat,8.805188957902246
Loiter/Eat,21.58102021538082
Study,71.1895007883669
Study,113.5407197920288
Study,75.19142138305081
Loiter/Eat,26.34153438466047
Study,103.81454243987807
Loiter/Eat,57.67920508352028
Loiter/Eat,32.05601416109227
Loiter/Eat,9.964780123926433
Loiter/Eat,13.282287793487047
Study,112.45617266056374
Study,75.83357878442548
Loiter/Eat,5.6671798312865835
Loiter/Eat,49.089687480069614
Loiter/Eat,35.83724921404537
Loiter/Eat,32.439092742668386
Loiter/Eat,18.45276644625626
Study,130.52321115405093
Study,82.9913376015821
Study,119.39332392621465
Study,76.11513098996377
Loiter/Eat,53.357793531653144
Loiter/Eat,11.40164334210066
Loiter/Eat,46.29424890321736
Loiter/Eat,25.49121132604175
Study,90.44062586920033
Loiter/Eat,27.177170084003944
Loiter/Eat,36.0731863315822
Loiter/Eat,49.513689812908574
Study,124.67839415023121
Loiter/Eat,16.01503201683469
Study,112.47516202839569
Study,227.51078877590797
Loiter/Eat,49.04385351826618
Loiter/Eat,39.3799799445351
Study,151.22294030659992
Loiter/Eat,35.466935573542344
Study,174.8594134931989
Loiter/Eat,19.896850084830277
Loiter/Eat,12.69658160129478
Study,113.07844326796572
Study,79.31662321560705
Study,72.13014549544232
Study,82.4645855531555
Study,297.2596310664262
Study,116.15554748043925
Study,127.13423545414831
Loiter/Eat,13.567733287172118
Loiter/Eat,9.944298237596243
Study,79.26996525563601
Loiter/Eat,51.31451304219837
Loiter/Eat,29.5479260780871
Loiter/Eat,33.72277316106864
Loiter/Eat,36.167424733616485
Loiter/Eat,18.60073572359866
Loiter/Eat,50.04179803236154
Study,85.40095864677079
Loiter/Eat,50.50094275381698
Loiter/Eat,31.18779720033124
Loiter/Eat,10.220068095774959
Loiter/Eat,17.199341213891223
Loiter/Eat,10.241074629909068
Study,175.1763566749307
Loiter/Eat,24.692711385171112
Study,45.11177910095433
Loiter/Eat,30.167019730055557
Loiter/Eat,19.111565850060146
Loiter/Eat,11.905171640535652
Loiter/Eat,57.850306010698525
Study,114.82333298495443
Study,97.81792132320646
Loiter/Eat,20.474156542296704
Loiter/Eat,11.731013839839958
Loiter/Eat,13.021493978316936
Loiter/Eat,47.528722728254394
Study,91.00616194249075
Loiter/Eat,25.27737369757645
Study,48.557476332489586
Loiter/Eat,12.933615916941074
Loiter/Eat,33.91244597134416
Loiter/Eat,30.196671555870687
Loiter/Eat,60.07317630734656
Study,188.22967607693192
Loiter/Eat,22.276233295505662
Study,132.9086156491438
Loiter/Eat,21.339804900860667
Study,250.2359551260372
Loiter/Eat,44.40638089192337
Study,117.72535388257629
Study,119.18039620552565
Study,196.0599501738589
Loiter/Eat,33.40363573584699
Study,205.18901374735952
Loiter/Eat,8.348249379553543
Loiter/Eat,31.48432980725
Loiter/Eat,19.320339334497376
Loiter/Eat,60.163437582892406
Study,204.18773508264547
Loiter/Eat,25.41383547376586
Loiter/Eat,53.8763342766804
Loiter/Eat,60.973118387024314
Loiter/Eat,25.947601065033844
Study,295.67292928522863
Loiter/Eat,24.611289207215233
Loiter/Eat,22.4572914960838
Loiter/Eat,38.54444993783328
Study,95.48451362433984
Study,113.81977497072921
Study,193.30207783123657
Loiter/Eat,25.241393622261395
Loiter/Eat,10.712024851779658
Loiter/Eat,30.040170985068443
Loiter/Eat,17.649880897543465
Loiter/Eat,38.53286076132363
Study,145.32262228962304
Loiter/Eat,52.17356760659676
Loiter/Eat,39.35574553519975
Study,170.13259085491174
Study,84.17026080231449
Loiter/Eat,37.370030991553996
Loiter/Eat,66.8934777294655
Loiter/Eat,17.717464898966114
Loiter/Eat,61.48203207431402
Loiter/Eat,18.995474740900335
Loiter/Eat,16.328143308801717
Study,123.83630136223036
Study,146.47350110161628
Loiter/Eat,39.4388309021366
Loiter/Eat,15.455958840903584
Loiter/Eat,31.066991019020534
Study,83.61797736290977
Loiter/Eat,11.874754747115087
Loiter/Eat,15.713302822185463
Loiter/Eat,17.174498562273843
Loiter/Eat,32.44912262533316
Study,174.40249734652917
Loiter/Eat,11.968431917336622
Loiter/Eat,29.81037126446574
Loiter/Eat,13.881079585411618
Loiter/Eat,34.24082102004404
Study,85.74588815841007
Study,72.23673839966087
Loiter/Eat,37.28936191207782
Loiter/Eat,18.6419519504316
Loiter/Eat,21.346629304299995
Loiter/Eat,8.239018980672158
Loiter/Eat,40.131096418791365
Study,152.7562897953202
Loiter/Eat,25.06831622595121
Loiter/Eat,11.647427663210472
Loiter/Eat,45.766867579559985
Study,84.26570920419906
Loiter/Eat,19.929461211555488
Study,277.35492074158446
Loiter/Eat,17.58519936029921
Loiter/Eat,36.23338045924883
Study,137.7330333570835
Loiter/Eat,30.385390623591167
Study,123.13490990780306
Loiter/Eat,30.176700072060854
Loiter/Eat,28.641196553960974
Loiter/Eat,24.359371584378994
Loiter/Eat,53.22442390338373
Loiter/Eat,12.968787960074298
Loiter/Eat,41.66264303769165
Study,152.8439223356753
Loiter/Eat,35.44830313967892
Loiter/Eat,43.700761985482885
Loiter/Eat,23.86889453150259
Loiter/Eat,9.819682471391705
Loiter/Eat,24.112478703345705
Study,73.99538147397634
Study,82.0834720924611
Loiter/Eat,13.43235015231407
Study,90.88022424140937
Loiter/Eat,18.55174728495331
Study,42.49780526704698
Study,145.55719909758162
Study,267.363487505964
Loiter/Eat,33.85187609542361
Loiter/Eat,22.587888297883932
Loiter/Eat,24.32495132470264
Study,92.95225912326367
Loiter/Eat,26.15124022691251
Study,108.38363707979252
Loiter/Eat,16.41756190371339
Study,215.64547102614358
Loiter/Eat,11.885256792474909
Loiter/Eat,35.80335472667198
Loiter/Eat,23.766499645988567
Loiter/Eat,64.66963247772044
Loiter/Eat,29.6454342233663
Study,95.25125129911629
Loiter/Eat,22.087729446255214
Loiter/Eat,25.503843648724395
Study,69.64173913404444
Loiter/Eat,17.03791342483626
Study,53.86617759708717
Study,76.04228798848798
Loiter/Eat,26.201825022762193
Loiter/Eat,29.048398407625648
Loiter/Eat,9.292531168776703
Study,104.12537319380358
Loiter/Eat,33.13469100892002
Loiter/Eat,23.044329446521335
Study,85.36745229492821
Loiter/Eat,20.34418765848416
Study,88.60382460702387
Study,85.2670539208264
Loiter/Eat,27.27001065256747
Study,276.87209728185854
Study,81.69562076570105
Loiter/Eat,21.323388214195603
Loiter/Eat,24.362056371365664
Loiter/Eat,17.728944876596852
Loiter/Eat,43.293119813883735
Study,42.61158720766198
Loiter/Eat,19.169993915851474
Study,152.59782416384093
Loiter/Eat,21.581331761102888
Loiter/Eat,16.584298022291787
Study,131.207897304472
Study,158.0667891664969
Loiter/Eat,27.776589107369787
Loiter/Eat,16.747778874347617
Loiter/Eat,31.40532562561549
Loiter/Eat,20.447306753713406
Loiter/Eat,36.28735254475029
Loiter/Eat,52.48383761753826
Study,38.79338193972639
Loiter/Eat,26.427616989656965
Study,54.93698444518442
Study,292.1290918426088
Loiter/Eat,19.78281354460315
Study,148.269218099124
Loiter/Eat,24.562414165051244
Study,79.77790077867499
Loiter/Eat,15.765898761191204
Loiter/Eat,55.24155131993515
Study,161.23381682492456
Loiter/Eat,66.06690023449563
Study,112.467208578679
Study,123.42679339628556
Loiter/Eat,21.873591509653696
Loiter/Eat,21.65712984462007
Loiter/Eat,14.848997560541028
Loiter/Eat,26.07249481984179
Study,80.22071135368553
Loiter/Eat,31.181665752452325
Loiter/Eat,27.218065737542236
Study,123.41506457852228
Loiter/Eat,57.7683353768197
Study,108.35286675180194
Loiter/Eat,36.49733799536301
Study,249.9058261329907
Loiter/Eat,48.047223948172494
Loiter/Eat,44.49873109718409
Loiter/Eat,21.445862087865628
Loiter/Eat,28.04183080498572
Study,64.92091578966567
Loiter/Eat,32.08321593583898
Study,122.76407656961374
Loiter/Eat,25.29402969488272
Loiter/Eat,41.78231730260292
Loiter/Eat,13.667058025740705
Loiter/Eat,56.61688433042007
Loiter/Eat,39.2424146739916
Loiter/Eat,24.13248444182041
Study,103.64675495417598
Loiter/Eat,31.79094282812444
Loiter/Eat,53.47966247094143
Loiter/Eat,26.302912755559138
Loiter/Eat,26.866798717016277
Study,110.8001088643311
Loiter/Eat,60.93988468099325
Loiter/Eat,20.789213560978848
Loiter/Eat,24.633862617534994
Loiter/Eat,51.966207522568254
Loiter/Eat,26.90685916565034
Study,173.34848105841212
Loiter/Eat,15.8510508279134
Loiter/Eat,22.561153689785478
Study,199.1889718000729
Loiter/Eat,17.82685390863138
Study,103.54028353544017
Loiter/Eat,28.42356175064093
Study,74.05577744948795
Loiter/Eat,20.32742105744102
Loiter/Eat,26.44836034858264
Loiter/Eat,25.590384921980764
Loiter/Eat,47.420367726905525
Loiter/Eat,54.03351068241498
Loiter/Eat,16.294593877903097
Loiter/Eat,26.430273706156036
Loiter/Eat,35.022824554746954
Loiter/Eat,53.35936801646317
Study,146.6247328121962
Study,123.57468701412535
Loiter/Eat,34.888145145512965
Loiter/Eat,35.014429292674684
Loiter/Eat,15.721334554561828
Loiter/Eat,27.529969771163127
Study,197.18547109547532
Loiter/Eat,22.537879804964582
Loiter/Eat,26.67159512567328
Study,99.83050380671091
Loiter/Eat,7.861253539050544
Study,110.90970886935561
Study,124.11358297240314
Loiter/Eat,19.34877537632406
Loiter/Eat,14.035044078558508
Loiter/Eat,16.096028989888627
Loiter/Eat,36.633738507366445
Loiter/Eat,67.02986131653384
Study,191.225565442961
Loiter/Eat,12.76494602662384
Loiter/Eat,38.32833654288588
Loiter/Eat,17.944696953930585
Study,87.14501244563677
Loiter/Eat,19.843728763023613
Study,145.8979122159712
Loiter/Eat,40.38678037959783
Loiter/Eat,23.80415842675667
Study,106.49010493124192
Study,132.44743676878102
Loiter/Eat,33.21073259549596
Loiter/Eat,45.014680875707626
Study,65.80735272232008
Loiter/Eat,25.25159936163387
Loiter/Eat,14.656202679091134
Study,107.78122241123057
Loiter/Eat,22.32680960980918
Loiter/Eat,24.422408644680825
Loiter/Eat,16.760155630043375
Loiter/Eat,11.884451251939577
Study,47.5939358544811
Loiter/Eat,23.41286711007212
Loiter/Eat,20.153445613277857
Loiter/Eat,17.83043792071955
Study,186.6993839614776
Loiter/Eat,16.267296317266688
Study,193.87507312020938
Loiter/Eat,56.30580831215247
Study,50.406502220964015
Loiter/Eat,26.181853449539368
Study,93.74719734884648
Loiter/Eat,5.829748453444869
Loiter/Eat,12.140599885030914
Study,149.97292962391066
Study,246.69680361308272
Loiter/Eat,39.26034185281528
Study,125.20261622301183
Loiter/Eat,24.734762282283096
Study,215.6260228985406
Loiter/Eat,73.18536182102905
Loiter/Eat,18.64269695290634
Loiter/Eat,9.197047831812954
Loiter/Eat,8.756375759298816
Study,186.64954406980752
Loiter/Eat,24.41863461337073
Loiter/Eat,27.398733236960414
Loiter/Eat,10.211865498742076
Study,81.38612473492675
Loiter/Eat,21.56637562816893
Loiter/Eat,27.737769839798677
Study,93.788622207452
Loiter/Eat,14.882897363175054
Study,80.3710123892336
Study,178.3610167283882
Loiter/Eat,28.25493505844764
Study,140.51905306378416
Study,76.77897513732898
Loiter/Eat,5.708544469580264
Loiter/Eat,19.24639309378245
Study,77.77749671389924
Loiter/Eat,29.766451155824548
Study,409.4315979080591
Loiter/Eat,35.39104541197357
Loiter/Eat,98.1852405886706
Loiter/Eat,33.223606836469834
Loiter/Eat,18.245759668163906
Loiter/Eat,29.750140775458927
Study,224.24423789058025
Study,228.6758284403704
